Size,Bedrooms,Bathrooms,Location,YearBuilt,RoofType,Price
-0.3256110521485036,0.25719897035592737,0.007880184694728152,-0.1643352058853912,-0.24066517453021302,0.21209335307417523,-16.984912762323045
-0.20219265243389406,1.277664895788425,0.5470973811700379,-0.2176812032272203,-0.5915713888358299,1.09877685198719,24.031693041428852
-2.1537305737914614,0.9757133776692501,0.685857818608419,0.4469817170098519,0.000755507454595548,-0.6385858251450302,57.30595880128899
-0.9398797863273552,-1.3044695005048532,0.36659824609684827,-0.5138669173366935,0.6696725488300385,-1.0592135218889516,-81.04966978899316
-0.5703513664136806,1.223083067095325,0.35250496835687956,-1.8206033005485172,-0.25885440036983165,0.2700573583914221,-127.39600005555772
1.2477420726737338,-0.7184072655691974,-0.2949496782920278,-0.6734906242438685,0.8949243769444413,0.27899416222380197,-53.1869616382211
-0.9878733409007492,1.3705361439967134,0.2837510236615011,-0.8468509661253646,0.6952029000839993,1.2496189052966666,-24.372005079383936
-0.03269474809409311,-1.7033824393551547,0.3840654489393073,-2.0674421000398766,-0.05554769889661878,-0.08912003951278841,-232.85481408577246
-0.09671311187039239,-2.081929407883722,0.2110174672026184,-0.5449190868089497,1.6964563682900382,0.39913611435207086,-78.25296691165616
-1.5137143926128271,,-0.7084067669104628,-1.803139676255945,-0.060660813814620775,-1.5841359430054898,-148.5503126847207
,0.5950294658355647,-0.41299782214343406,-0.03143917037477642,-0.5574230531083212,-0.8484286341908146,-23.719817215894103
0.7662429750405095,0.21668311896428621,-0.2188662517356257,-1.040193719815898,-0.3033500674771342,1.945195074276933,-86.13031463423175
0.7717961772356612,-0.4536363875916828,-0.8873294588557712,0.35625278870608357,1.7262265456356325,1.261519252535516,39.46110749472063
0.8657551941701215,-0.7925207384327007,0.5049872789804571,-1.2002964070557762,-0.11473644146689901,-0.3345012358409484,-106.22321359745817
0.8417807747840127,0.16540366029970424,-0.4836171395554367,-1.0512200297825027,-1.3820175686924376,-2.5317693162508137,-118.22912596389092
0.8623934723827588,-0.971656734541286,-0.6267172245899651,0.9531250453760867,-1.3796181647889305,0.513085420097293,19.72827605311841
0.3981472651225371,-2.1047495057190146,0.15532499919940146,-0.05790774987690872,2.042177910534731,-0.735116800724588,-21.351604959789878
-0.2727235697476705,-0.2595913513636048,-0.24574306408594432,-2.6968866429415717,-1.5031429531181062,-0.05429486651781221,-296.11434336766155
-0.026513875449216878,0.25755039072276437,-1.9187712152990415,0.06023020994102644,-0.07444591576616721,2.463242112485286,-48.09685073667967
0.8773622905756714,-0.0036025390905684044,1.5033983017671506,-0.22096417382966393,-1.1583646891925428,0.02688583899453078,18.614232296325724
-1.2417605754816243,-0.9519184600222356,0.2577525401427507,0.33417641724489744,0.07748051851886253,-0.15525904882474875,-13.740185399480726
-0.5993926454440222,2.1898029332176723,-0.8397218421807761,-2.123895724309807,-0.8082982853551515,-0.525755021680761,-171.5587130044044
-1.5763921569842494,-0.17262729994081963,0.6523228784134196,1.4765403497258958,0.8836599374866724,1.3800913541474515,137.9007947411624
,-0.6506425691218269,-0.5923939242388692,0.04852162794482699,-0.48712538376469605,-0.8309501164110378,-62.19042905269087
0.5040465155178444,-0.06267909727317188,-0.9857260463355437,-0.5302576183724408,0.9551423205012383,-0.7928728322623442,-50.9768171117447
,0.505735432472799,1.25761905635936,-0.23492427152097461,-0.08670113614820872,-0.8935150925192802,41.61646479931406
0.5999287299962045,-0.9393353938187543,-1.2096947428411076,1.5307508323436974,-0.14408755572161547,1.2187618516973167,76.89960274004613
1.1013229577357622,,0.4441983272906719,0.46654531145012695,1.3845320475939062,1.3462257562027482,113.44872950302872
-1.7607627591558177,0.24075317948856828,0.5655096456315442,0.7533416211045325,2.601683114180395,0.38115838488277776,117.22964500999228
0.19759960469239965,,1.3173940656343257,2.0752608726252655,-0.535235211560568,-0.6891878180895679,257.09023576468985
,-1.6929568141953855,-0.9885911071509175,0.17989415115347845,-0.09833962679474989,1.3920022863445993,-92.48184342727484
-1.0257526836402773,0.33855287628591424,0.216624975404619,1.1008213984226052,-0.9379255765363989,1.0613709648731335,79.65341869935648
0.472597482413043,0.40825275571447184,1.0291556373256436,0.25602973431387566,-1.7025836042378404,0.9826909839455139,42.02586042913063
0.26348721533105957,-1.2922626951056186,-0.5029747705513431,0.2942241290134937,0.6897078052451944,-0.234407800316322,-13.483492311595677
-1.146345393018688,,1.633431532301096,0.30263546523903323,-1.1430049127304835,-0.7542758500193579,54.50720057004595
0.30638948207341404,,0.5377681903684838,-0.9983067752910549,-0.3939866812431204,0.5187930174517212,-61.76412941203502
-1.5587869950238415,0.9720569657397219,-0.5998220233198494,0.8193732681394064,-0.01330463537863531,0.42388948244398605,59.706168885390056
1.192507512477975,1.235782191822154,0.6802161054504494,-1.7785875840065168,-1.0710536796490489,0.31965182591897723,-98.84536076457857
0.11502607914741717,0.31917451041918043,-1.8751724696457446,-0.1601327955666404,1.3404504460231446,0.6713400764504657,-31.999442789060783
